DSX_Opponent,Opponent_of_Opponent
Columbus Force SC CE 2016G Sparks,Columbus Force SC CE 2016G Torpedoes
Columbus Force SC CE 2016G Sparks,Columbus United Columbus United G'16 Lions
Columbus Force SC CE 2016G Sparks,Worthington United Worthington United 94 2016 Girls Navy II
Columbus Force SC CE 2016G Sparks,Legend SC Legend SC 2016 Girls Blue
Columbus Force SC CE 2016G Sparks,Grove City Kids Association GCKA 2016G Blue
Columbus Force SC CE 2016G Sparks,Pride Soccer Club Pride SC 2016 Girls
Columbus Force SC CE 2016G Sparks,Northwest FC Northwest FC 2016G Orange
Columbus Force SC CE 2016G Sparks,NASA Xtabi NASA Xtabi 2016 Girls
Columbus Force SC CE 2016G Sparks,Club Oranje Club Oranje Raptors 2016 GU10 Oranje
Columbus Force SC CE 2016G Sparks,Club Ohio Club Ohio West Pre GA 16G II
Columbus Force SC CE 2016G Torpedoes,Columbus Force SC CE 2016G Mighty Stoppers
Columbus Force SC CE 2016G Torpedoes,Appleseed Premier Appleseed Premier 2016 Black
Columbus Force SC CE 2016G Torpedoes,Elite FC Elite FC 2016 Girls Premier
Columbus Force SC CE 2016G Torpedoes,Club Ohio Club Ohio North Pre GA 16G II
Columbus Force SC CE 2016G Torpedoes,Dublin United Soccer Club DUSC Valkyrie 2016 Girls
Columbus Force SC CE 2016G Torpedoes,Columbus Force SC Columbus Force 16G Premier
Columbus Force SC CE 2016G Torpedoes,Columbus United Columbus United G'16 Lions
Columbus Force SC CE 2016G Torpedoes,Worthington United Worthington United 94 2016 Girls Navy II
Columbus Force SC CE 2016G Torpedoes,Columbus Force SC CE 2016G Sparks
Columbus Force SC CE 2016G Torpedoes,Legend SC Legend SC 2016 Girls Blue
Columbus Force SC CE 2016G Torpedoes,Grove City Kids Association GCKA 2016G Blue
Columbus Force SC CE 2016G Torpedoes,Pride Soccer Club Pride SC 2016 Girls
Columbus Force SC CE 2016G Torpedoes,Northwest FC Northwest FC 2016G Orange
Columbus Force SC CE 2016G Torpedoes,NASA Xtabi NASA Xtabi 2016 Girls
Columbus Force SC CE 2016G Torpedoes,Club Oranje Club Oranje Raptors 2016 GU10 Oranje
Columbus Force SC CE 2016G Torpedoes,Club Ohio Club Ohio West Pre GA 16G II
Columbus Force SC Columbus Force 16G Premier,Columbus Force SC CE 2016G Mighty Stoppers
Columbus Force SC Columbus Force 16G Premier,Appleseed Premier Appleseed Premier 2016 Black
Columbus Force SC Columbus Force 16G Premier,Elite FC Elite FC 2016 Girls Premier
Columbus Force SC Columbus Force 16G Premier,Club Ohio Club Ohio North Pre GA 16G II
Columbus Force SC Columbus Force 16G Premier,Dublin United Soccer Club DUSC Valkyrie 2016 Girls
Columbus Force SC Columbus Force 16G Premier,Columbus Force SC CE 2016G Torpedoes
Columbus Force SC Columbus Force 16G Premier,Columbus United Columbus United G'16 Lions
Columbus Force SC Columbus Force 16G Premier,Worthington United Worthington United 94 2016 Girls Navy II
Columbus Force SC Columbus Force 16G Premier,Columbus Force SC CE 2016G Sparks
Columbus Force SC Columbus Force 16G Premier,Legend SC Legend SC 2016 Girls Blue
Columbus Force SC Columbus Force 16G Premier,Grove City Kids Association GCKA 2016G Blue
Columbus Force SC Columbus Force 16G Premier,Pride Soccer Club Pride SC 2016 Girls
Columbus Force SC Columbus Force 16G Premier,Northwest FC Northwest FC 2016G Orange
Columbus Force SC Columbus Force 16G Premier,NASA Xtabi NASA Xtabi 2016 Girls
Columbus Force SC Columbus Force 16G Premier,Club Oranje Club Oranje Raptors 2016 GU10 Oranje
Columbus Force SC Columbus Force 16G Premier,Club Ohio Club Ohio West Pre GA 16G II
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Columbus Force SC CE 2016G Mighty Stoppers
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Appleseed Premier Appleseed Premier 2016 Black
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Elite FC Elite FC 2016 Girls Premier
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Club Ohio Club Ohio North Pre GA 16G II
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Dublin United Soccer Club DUSC Valkyrie 2016 Girls
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Columbus Force SC Columbus Force 16G Premier
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Columbus Force SC CE 2016G Torpedoes
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Columbus United Columbus United G'16 Lions
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Worthington United Worthington United 94 2016 Girls Navy II
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Columbus Force SC CE 2016G Sparks
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Legend SC Legend SC 2016 Girls Blue
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Grove City Kids Association GCKA 2016G Blue
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Pride Soccer Club Pride SC 2016 Girls
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Northwest FC Northwest FC 2016G Orange
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,NASA Xtabi NASA Xtabi 2016 Girls
Club Oranje Club Oranje Raptors 2016 GU10 Oranje,Club Ohio Club Ohio West Pre GA 16G II
Legend SC Legend SC 2016 Girls Blue,Columbus Force SC CE 2016G Mighty Stoppers
Legend SC Legend SC 2016 Girls Blue,Appleseed Premier Appleseed Premier 2016 Black
Legend SC Legend SC 2016 Girls Blue,Elite FC Elite FC 2016 Girls Premier
Legend SC Legend SC 2016 Girls Blue,Club Ohio Club Ohio North Pre GA 16G II
Legend SC Legend SC 2016 Girls Blue,Dublin United Soccer Club DUSC Valkyrie 2016 Girls
Legend SC Legend SC 2016 Girls Blue,Columbus Force SC Columbus Force 16G Premier
Legend SC Legend SC 2016 Girls Blue,Columbus Force SC CE 2016G Torpedoes
Legend SC Legend SC 2016 Girls Blue,Columbus United Columbus United G'16 Lions
Legend SC Legend SC 2016 Girls Blue,Worthington United Worthington United 94 2016 Girls Navy II
Legend SC Legend SC 2016 Girls Blue,Columbus Force SC CE 2016G Sparks
Legend SC Legend SC 2016 Girls Blue,Grove City Kids Association GCKA 2016G Blue
Legend SC Legend SC 2016 Girls Blue,Pride Soccer Club Pride SC 2016 Girls
Legend SC Legend SC 2016 Girls Blue,Northwest FC Northwest FC 2016G Orange
Legend SC Legend SC 2016 Girls Blue,NASA Xtabi NASA Xtabi 2016 Girls
Legend SC Legend SC 2016 Girls Blue,Club Oranje Club Oranje Raptors 2016 GU10 Oranje
Legend SC Legend SC 2016 Girls Blue,Club Ohio Club Ohio West Pre GA 16G II
NASA Xtabi NASA Xtabi 2016 Girls,Columbus Force SC CE 2016G Mighty Stoppers
NASA Xtabi NASA Xtabi 2016 Girls,Appleseed Premier Appleseed Premier 2016 Black
NASA Xtabi NASA Xtabi 2016 Girls,Elite FC Elite FC 2016 Girls Premier
NASA Xtabi NASA Xtabi 2016 Girls,Club Ohio Club Ohio North Pre GA 16G II
NASA Xtabi NASA Xtabi 2016 Girls,Dublin United Soccer Club DUSC Valkyrie 2016 Girls
NASA Xtabi NASA Xtabi 2016 Girls,Columbus Force SC Columbus Force 16G Premier
NASA Xtabi NASA Xtabi 2016 Girls,Columbus Force SC CE 2016G Torpedoes
NASA Xtabi NASA Xtabi 2016 Girls,Columbus United Columbus United G'16 Lions
NASA Xtabi NASA Xtabi 2016 Girls,Worthington United Worthington United 94 2016 Girls Navy II
NASA Xtabi NASA Xtabi 2016 Girls,Columbus Force SC CE 2016G Sparks
NASA Xtabi NASA Xtabi 2016 Girls,Legend SC Legend SC 2016 Girls Blue
NASA Xtabi NASA Xtabi 2016 Girls,Grove City Kids Association GCKA 2016G Blue
NASA Xtabi NASA Xtabi 2016 Girls,Pride Soccer Club Pride SC 2016 Girls
NASA Xtabi NASA Xtabi 2016 Girls,Northwest FC Northwest FC 2016G Orange
NASA Xtabi NASA Xtabi 2016 Girls,Club Oranje Club Oranje Raptors 2016 GU10 Oranje
NASA Xtabi NASA Xtabi 2016 Girls,Club Ohio Club Ohio West Pre GA 16G II
Pride Soccer Club Pride SC 2016 Girls,Columbus Force SC CE 2016G Mighty Stoppers
Pride Soccer Club Pride SC 2016 Girls,Appleseed Premier Appleseed Premier 2016 Black
Pride Soccer Club Pride SC 2016 Girls,Elite FC Elite FC 2016 Girls Premier
Pride Soccer Club Pride SC 2016 Girls,Club Ohio Club Ohio North Pre GA 16G II
Pride Soccer Club Pride SC 2016 Girls,Dublin United Soccer Club DUSC Valkyrie 2016 Girls
Pride Soccer Club Pride SC 2016 Girls,Columbus Force SC Columbus Force 16G Premier
Pride Soccer Club Pride SC 2016 Girls,Columbus Force SC CE 2016G Torpedoes
Pride Soccer Club Pride SC 2016 Girls,Columbus United Columbus United G'16 Lions
Pride Soccer Club Pride SC 2016 Girls,Worthington United Worthington United 94 2016 Girls Navy II
Pride Soccer Club Pride SC 2016 Girls,Columbus Force SC CE 2016G Sparks
Pride Soccer Club Pride SC 2016 Girls,Legend SC Legend SC 2016 Girls Blue
Pride Soccer Club Pride SC 2016 Girls,Grove City Kids Association GCKA 2016G Blue
Pride Soccer Club Pride SC 2016 Girls,Northwest FC Northwest FC 2016G Orange
Pride Soccer Club Pride SC 2016 Girls,NASA Xtabi NASA Xtabi 2016 Girls
Pride Soccer Club Pride SC 2016 Girls,Club Oranje Club Oranje Raptors 2016 GU10 Oranje
Pride Soccer Club Pride SC 2016 Girls,Club Ohio Club Ohio West Pre GA 16G II
Lancaster Select Soccer Association,MVSA Sting MV Sting u10 Girls 2016
Lancaster Select Soccer Association,Legend SC Legend SC 2016 G Black
Lancaster Select Soccer Association,Kings Hammer New Albany KHPA2 New Albany G16
Lancaster Select Soccer Association,Central Ohio Elite COE 2016/2017G Blue
Lancaster Select Soccer Association,Club Ohio Club Ohio East 16G Green
Lancaster Select Soccer Association,Pataskala Futbol Club Extreme (PFC Extreme) PFC Extreme U10G Black
Lancaster Select Soccer Association,Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange
Lancaster Select Soccer Association,Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue
Lancaster Select Soccer Association,Appleseed Premier Appleseed Premier 2016/2017 Black
Lancaster Select Soccer Association,Columbus Force SC CE 2016G Orange Flames
Lancaster Select Soccer Association,Worthington United Worthington United 94 2016 Girls White
Lancaster Select Soccer Association,Worthington United WSP Hill Strikers 2016 Girls
Lancaster Select Soccer Association,Whetstone Park Rangers Whetstone Park Rangers Blue 2016
Lancaster Select Soccer Association,Locker Soccer Academy Locker Elite Atalanta 2016 Girls
Lancaster Select Soccer Association,Worthington United WSP Soccer Stars 2016 Girls
Lancaster Select Soccer Association,Sporting Columbus Sporting Columbus Girls 2016 II
Lancaster Select Soccer Association,Worthington United WSP Crabby Patties 2016 Girls
Lancaster Select Soccer Association,Columbus Force SC CE 2016G Heat Seekers
Lancaster Select Soccer Association,Freedom Soccer Club FREEDOM 2016 GIRLS
Lancaster Select Soccer Association,Club Ohio Club Ohio West 16G Green
Lancaster Select Soccer Association,LFC United LFC United 2016 G Elite
Lancaster Select Soccer Association,Dublin United Soccer Club DUSC Eclipse 2016 Girls
Lancaster Select Soccer Association,UA Soccer Academy UA Soccer Academy 2016 (A)
Lancaster Select Soccer Association,Grove City Kids Association GCKA 2016G Red
Lancaster Select Soccer Association,Elite FC Elite FC 2016 Girls Blue 1
Lancaster Select Soccer Association,FC Columbus FC Columbus Santos 2016 Girls
Lancaster Select Soccer Association,Grandview FC Grandview FC 2016 Girls
Lancaster Select Soccer Association,Club Oranje Club Oranje Raptors 2016 GU10 Navy
Lancaster Select Soccer Association,Johnstown FC Johnstown FC 2017 Girls
Lancaster Select Soccer Association,Columbus United Columbus United G'16 Lions
Pataskala Futbol Club Extreme,MVSA Sting MV Sting u10 Girls 2016
Pataskala Futbol Club Extreme,Legend SC Legend SC 2016 G Black
Pataskala Futbol Club Extreme,Kings Hammer New Albany KHPA2 New Albany G16
Pataskala Futbol Club Extreme,Central Ohio Elite COE 2016/2017G Blue
Pataskala Futbol Club Extreme,Club Ohio Club Ohio East 16G Green
Pataskala Futbol Club Extreme,Lancaster Select Soccer Association (LSSA) LSSA 2016 Girls Carolina
Pataskala Futbol Club Extreme,Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange
Pataskala Futbol Club Extreme,Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue
Pataskala Futbol Club Extreme,Appleseed Premier Appleseed Premier 2016/2017 Black
Pataskala Futbol Club Extreme,Columbus Force SC CE 2016G Orange Flames
Pataskala Futbol Club Extreme,Worthington United Worthington United 94 2016 Girls White
Pataskala Futbol Club Extreme,Worthington United WSP Hill Strikers 2016 Girls
Pataskala Futbol Club Extreme,Locker Soccer Academy Locker Elite Atalanta 2016 Girls
Pataskala Futbol Club Extreme,Worthington United WSP Soccer Stars 2016 Girls
Pataskala Futbol Club Extreme,Sporting Columbus Sporting Columbus Girls 2016 II
Pataskala Futbol Club Extreme,Worthington United WSP Crabby Patties 2016 Girls
Pataskala Futbol Club Extreme,Columbus Force SC CE 2016G Heat Seekers
Pataskala Futbol Club Extreme,Freedom Soccer Club FREEDOM 2016 GIRLS
Pataskala Futbol Club Extreme,Club Ohio Club Ohio West 16G Green
Pataskala Futbol Club Extreme,LFC United LFC United 2016 G Elite
Pataskala Futbol Club Extreme,Dublin United Soccer Club DUSC Eclipse 2016 Girls
Pataskala Futbol Club Extreme,UA Soccer Academy UA Soccer Academy 2016 (A)
Pataskala Futbol Club Extreme,Grove City Kids Association GCKA 2016G Red
Pataskala Futbol Club Extreme,Elite FC Elite FC 2016 Girls Blue 1
Pataskala Futbol Club Extreme,FC Columbus FC Columbus Santos 2016 Girls
Pataskala Futbol Club Extreme,Grandview FC Grandview FC 2016 Girls
Pataskala Futbol Club Extreme,Club Oranje Club Oranje Raptors 2016 GU10 Navy
Pataskala Futbol Club Extreme,Columbus United Columbus United G'16 Lions
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,MVSA Sting MV Sting u10 Girls 2016
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Legend SC Legend SC 2016 G Black
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Kings Hammer New Albany KHPA2 New Albany G16
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Central Ohio Elite COE 2016/2017G Blue
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Club Ohio Club Ohio East 16G Green
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Lancaster Select Soccer Association (LSSA) LSSA 2016 Girls Carolina
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Pataskala Futbol Club Extreme (PFC Extreme) PFC Extreme U10G Black
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Appleseed Premier Appleseed Premier 2016/2017 Black
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Columbus Force SC CE 2016G Orange Flames
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Worthington United Worthington United 94 2016 Girls White
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Worthington United WSP Hill Strikers 2016 Girls
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Whetstone Park Rangers Whetstone Park Rangers Blue 2016
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Locker Soccer Academy Locker Elite Atalanta 2016 Girls
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Worthington United WSP Soccer Stars 2016 Girls
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Sporting Columbus Sporting Columbus Girls 2016 II
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Worthington United WSP Crabby Patties 2016 Girls
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Columbus Force SC CE 2016G Heat Seekers
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Freedom Soccer Club FREEDOM 2016 GIRLS
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Club Ohio Club Ohio West 16G Green
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,LFC United LFC United 2016 G Elite
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Dublin United Soccer Club DUSC Eclipse 2016 Girls
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,UA Soccer Academy UA Soccer Academy 2016 (A)
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Grove City Kids Association GCKA 2016G Red
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Elite FC Elite FC 2016 Girls Blue 1
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,FC Columbus FC Columbus Santos 2016 Girls
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Grandview FC Grandview FC 2016 Girls
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Club Oranje Club Oranje Raptors 2016 GU10 Navy
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Johnstown FC Johnstown FC 2017 Girls
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue,Columbus United Columbus United G'16 Lions
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,MVSA Sting MV Sting u10 Girls 2016
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Legend SC Legend SC 2016 G Black
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Kings Hammer New Albany KHPA2 New Albany G16
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Central Ohio Elite COE 2016/2017G Blue
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Club Ohio Club Ohio East 16G Green
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Lancaster Select Soccer Association (LSSA) LSSA 2016 Girls Carolina
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Pataskala Futbol Club Extreme (PFC Extreme) PFC Extreme U10G Black
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Zanesville Arsenal SC Zanesville Arsenal SC 2016G Blue
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Appleseed Premier Appleseed Premier 2016/2017 Black
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Columbus Force SC CE 2016G Orange Flames
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Worthington United Worthington United 94 2016 Girls White
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Worthington United WSP Hill Strikers 2016 Girls
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Whetstone Park Rangers Whetstone Park Rangers Blue 2016
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Locker Soccer Academy Locker Elite Atalanta 2016 Girls
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Worthington United WSP Soccer Stars 2016 Girls
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Sporting Columbus Sporting Columbus Girls 2016 II
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Worthington United WSP Crabby Patties 2016 Girls
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Columbus Force SC CE 2016G Heat Seekers
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Freedom Soccer Club FREEDOM 2016 GIRLS
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Club Ohio Club Ohio West 16G Green
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,LFC United LFC United 2016 G Elite
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Dublin United Soccer Club DUSC Eclipse 2016 Girls
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,UA Soccer Academy UA Soccer Academy 2016 (A)
Zanesville Arsenal SC Zanesville Arsenal SC 2016G Orange,Grove City Kids Association GCKA 2016G Red
